Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Military expenditure (current USD),MS.MIL.XPND.CD,Burkina Faso,BFA,1268378.22957238,1643154.20370219,4901760.7157142,5281287.75263656,5358593.13463414,3509330.32999947,3907553.78992014,3695106.93045963,3760628.52180236,4023680.4751482,4185916.94012004,4343468.09221517,4947862.93586427,6079259.18282194,6269084.56409298,18062366.7253036,19531282.6951245,22903777.2712471,32372283.475733,32032417.8975376,35360658.841348,33915894.7635713,32866107.1313366,29317755.9792792,26968328.6913815,27106616.8369084,51180170.138548,50712557.8547733,57186887.2713599,66816506.1691243,84465502.3598333,69505542.2233408,71116618.5604401,60526975.6288781,30259093.4879909,36862814.2354572,37141874.1398724,38549246.2337386,39494738.5550011,41741175.4769782,36658539.0518782,36832965.231045,42468449.9589663,50757054.3702684,65684242.4070341,73843342.1553535,72632867.3334736,107816728.462423,116999586.873751,127333296.624635,123700474.683864,138850860.201837,147729698.91896,166136345.235204,177166954.886077,147934736.66413,149467363.227452,191065838.764304,312467610.986353
Military expenditure (current USD),MS.MIL.XPND.CD,Burundi,BDI,..,..,8420000,1012000,1162000,2153481.48148148,2286857.14285714,2376000,2590857.14285714,3337142.85714286,..,2628571.42857143,3600000,5923067.59919576,7682539.68253968,8533333.33333333,9971014.49275362,13955555.5555556,17033333.3333333,20000000,27763333.3333333,29995555.5555556,36665555.5555555,34369644.2000553,29938434.0358703,32220298.1166781,34607737.5165322,30784856.4306756,34255493.4292532,37903281.7157947,39602347.3767189,42751758.8271914,38986476.4309684,36267402.586704,41909745.0348687,42108929.8798432,50893980.7826337,61870123.82539,58736036.2332111,50571188.2632257,42321552.2157761,53230373.1063777,44910067.0535236,43413201.3079382,44872377.1459715,49557129.3847889,44717502.0414512,46308706.2216348,43856319.9487218,..,..,..,58966662.2761714,60859500.0932422,62177294.739088,66164584.4355924,66462843.0779874,63908678.4320088,65436595.2627955
Military expenditure (current USD),MS.MIL.XPND.CD,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3687650.14214536,3394021.93782283,4454431.91020264,4967860.70118594,5078572.17192216,..,..,..,3557902.66048787,2735413.40800183,3431398.8872987,6206630.03410394,4261939.78799271,4099737.38069711,4513154.87863892,5004734.20803463,6801072.79821535,4638556.1722985,4520858.93759388,5782831.64283594,6452150.49162459,7082416.5475926,6985154.83949502,7943659.59432723,10758715.9680387,8402927.29263226,8239369.29189467,9757536.56239718,9736385.83866217,9815667.25947582,10049332.2103237,8922219.45508732,10171216.502214,9354384.16628162,10714071.127336
Military expenditure (current USD),MS.MIL.XPND.CD,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29090909.0909091,43294683.6634263,62293735.8871923,44626255.1134251,107258618.996169,123101153.486778,113563610.865522,103419601.187951,83323986.0913039,88172003.477046,81025841.3070364,70846940.8859825,65182716.0998753,67525224.4339131,69218798.6305633,70959071.4722053,75881313.5928837,79015425.8820513,82630723.4279766,136589737.95276,167857927.989066,192159418.504374,217305727.746095,243470109.876467,277969040.247678,325188062.343281,382100547.323182,463810835.226126,543205183.272952
Military expenditure (current USD),MS.MIL.XPND.CD,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,20339866.0651295,21501256.5551504,24894059.3902265,31636823.7104568,34625371.3051245,46770377.9052134,48470391.2952501,55167290.7847607,71436168.327011,88354754.0921954,99867474.4414994,120247597.808126,131616586.428732,129898757.695517,127243641.82288,116190293.881312,145411861.18635,163128000.878428,154370685.71889,146869357.508276,180577745.946045,178198343.181842,183796639.112629,168175220.632639,94517340.4418188,113575532.707734,116936303.640686,118711118.801924,137245911.531786,144704636.518818,123034343.854287,124301708.367495,145626610.501185,188499655.884377,221107924.699736,223084623.143015,256927843.33225,296698917.304968,346586125.657373,343265153.985929,354054397.842016,347477885.670932,354447463.111647,392840660.675249,401529079.821607,353815199.93237,387437830.87299,408157575.13556,429892180.57235
Military expenditure (current USD),MS.MIL.XPND.CD,Canada,CAN,1702442711.4107,1677820881.08423,1671313753.19292,1610091700.58692,1657457282.98458,1574704539.97291,1614422827.01519,1775500366.17812,1797265817.14572,1770108751.17249,1889157917.90681,2077659711.42515,2233737030.68794,2363060955.12359,2809465529.28173,3180915490.18837,3581805735.1487,3752174526.30589,3969158477.03543,4084145737.65174,4744402251.07336,5141128191.44056,6017321456.07224,6947104071.66388,7349795763.93554,7460563318.39353,7780136739.83447,8694447167.77653,9897335684.27981,10747134688.6376,11414631846.8936,11338503299.2354,10788803123.94,10268822622.0283,9577377639.78794,9176903908.36758,8615884471.23883,7945140182.86606,7748607984.03732,8210778539.84237,8299385230.72365,8375571424.88184,8495399281.21734,9958245601.51315,11336489831.0556,12988132963.6232,14809892802.9902,17417139931.1051,19342058404.5584,18936226051.964,19315688825.0369,21393720863.7223,20452107110.9741,18515731209.9437,17853720278.4558,17937641894.7407,17782775543.0736,21343371454.876,21620598711.9827
Military expenditure (current USD),MS.MIL.XPND.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21598187.9216042,23185438.1696462,19144450.3695751,10689745.2292396,13014176.1561701,12196218.5662455,..,..,..,..,..,10681962.9606249,15018926.3592567,15103589.9183206,15396194.6506708,..,19112519.7436919,31511483.7931689,35992384.3570119,51585274.5029549,49874328.7289188,42746025.1857394,47923245.0813699,38407006.2599233,26703863.3865923,26832998.8201935,27516264.1779352,30951301.3185927
Military expenditure (current USD),MS.MIL.XPND.CD,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39363259.9077325,40049707.4082804,37839750.8808871,48800771.5719624,34271986.4775385,77892079.1813274,56424917.2434547,34341542.2474428,..,35324074.7736992,39200036.7279623,22153979.1608505,20034138.1714441,24826410.6092831,16619008.3763229,16103004.9902365,20951796.2510902,21349034.2371091,26192330.8309653,34290403.8520032,40949759.119064,50540901.2180925,55491517.9688626,222991451.356882,389135909.628662,611426848.739965,738903737.086657,615817007.452395,609706993.08702,..,726459396.000324,392382917.184956,220982331.558035,309567431.726812,219081031.370278,232930989.808257
Military expenditure (current USD),MS.MIL.XPND.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Chile,CHL,126791042.64183,160930923.495915,162626224.42419,152917455.404214,149950377.692931,168215772.366996,186697964.758487,182705341.270295,173781024.275537,179980922.718443,388383950.343605,651589862.883541,745661188.757487,1005919720.16376,1103190480.84936,486720076.897699,599806958.679965,924042756.712079,1036145035.03307,1312899709.49745,1787179487.17949,2292307692.30769,2160747854.4756,1497684300.84162,1462262953.46653,1137635210.74226,1114393821.59332,1166781369.7831,999951022.807046,988934423.159046,1031475584.0382,1038039494.18125,1168858391.06836,1291053675.96483,1466048831.80184,1827997368.77257,1904105834.32581,2120702607.94906,2112373122.91435,2043134811.5186,2103460609.68852,1893098223.76358,1779553137.6599,2067983997.63957,2687320865.78325,3100391590.8019,3855358068.9265,4022478103.75452,4641877575.55109,3902221588.27515,4894081125.09775,5686752069.60146,5466101782.01784,5529879480.60968,5102779355.76175,4630772773.72175,4796010962.08952,5370018134.87068,5570724562.66561
Military expenditure (current USD),MS.MIL.XPND.CD,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11403453019.9649,10085081566.563,9953641758.35323,12420300874.589,12577165929.6489,10050586559.0562,12606229599.2777,14563240390.4419,16104915231.6784,17527989868.5391,21027341241.5972,22929764606.6386,27875387283.6086,32137735649.1087,35126306608.063,40352713136.126,45918881613.3098,55337487669.1415,68011562228.4763,86362099112.7773,105644214526.409,115711781066.339,137967304294.479,157390377245.803,179880451357.744,200772203839.984,214093069946.25,216031280078.816,227829417915.783,249996900635.144
Military expenditure (current USD),MS.MIL.XPND.CD,Colombia,COL,75960813.8658628,97313432.8358209,153596253.410634,170000000,190000000,185202863.961814,172592592.592593,178541884.961121,141184847.796596,131638962.82354,162662459.131057,263898574.646672,170587589.638519,173879934.001777,194904101.810536,227942151.191927,229146910.551999,280082338.769106,360663621.062755,467687274.675792,611248236.580563,638643433.259008,667866120.930581,859813605.599187,889730898.558775,716735060.992748,679498200.874082,721331206.436748,862374404.192878,865205662.784133,889979074.541223,911467589.191922,1102357226.95915,1529432893.23516,2005122887.75573,2619338187.12438,4318552315.54274,2988711260.69275,3389806737.53892,3247296766.36887,3027922793.23722,3264438192.23092,3347522601.66757,3278369502.89299,4056896991.18546,4914190181.96076,5326664238.46108,6775762766.50516,9051130501.95405,9033202672.52324,10422054493.6452,10306578505.9573,11706271912.7386,12503812627.422,11845957098.1826,9127165374.88958,8675980822.76398,10018029817.5824,10602860966.7378
Military expenditure (current USD),MS.MIL.XPND.CD,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,"Congo, Dem. Rep.",COD,..,..,..,58217821.7821782,49818181.8181818,78909090.9090909,78363636.3636364,45907648.6811277,50479041.9161677,72455089.8203593,102395209.580838,101796407.185629,94011976.0479042,102395209.580838,189221556.886228,173652694.610778,120795356.005498,161471103.327496,214951895.990555,190944707.620256,152183674.978539,71671583.9625418,147162426.614481,78919799.7904784,53403541.4105844,40371344.1672132,67436312.9447526,28297227.672553,214939929.101904,67494749.0973167,45933813.550475,43891987.2097209,85527294.3626357,469173805.489934,..,..,89269879.9838198,83825040.9227607,26629667.191379,149277860.267765,132883821.703899,..,..,78708031.879861,137637805.525238,165205060.897896,205102086.576592,205217223.028544,159998426.584992,122378010.980679,183682097.50826,238787546.588275,332493979.374942,374475561.34913,341224738.604406,491276856.536553,395733745.247056,295236074.31758,295348364.63547
Military expenditure (current USD),MS.MIL.XPND.CD,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,13100436.6812227,13749473.4089688,12744615.6776231,19426710.1561764,24137429.6337841,33493068.5492714,34337727.5580665,36633018.5607294,37960435.3529266,52566260.1893551,57416698.2203711,63535260.9750084,72427162.0116492,..,49423627.4965271,55646692.4718929,..,100513414.321697,..,..,..,..,125617699.061551,109477580.051066,..,..,..,..,..,..,..,54445943.5309718,70704230.2019547,93776668.9607708,124298437.396481,100916074.52964,126569641.798466,168079588.204487,207724344.301649,..,218390920.636331,..,..,367057323.29366,704893662.206851,..,501812144.937836,371937055.076808,292260465.250187
Military expenditure (current USD),MS.MIL.XPND.CD,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military expenditure (current USD),MS.MIL.XPND.CD,Cote d'Ivoire,CIV,..,..,8766845.9761483,8064779.44297515,11190603.484514,12902909.8877422,13269401.4116038,14711322.3116979,15305071.3953911,16156269.5942853,17727738.121511,23968971.0774416,31742504.8010539,28713844.1107457,41129183.0248645,45886157.1626546,52462858.3385646,51449039.4008466,86764810.153508,102735025.056177,118473116.243847,92002752.7223615,86425689.1231444,76251882.8759323,70164798.8245983,69565043.1929627,96559112.4612337,122780223.400114,128102253.498429,129676998.695957,143973702.091712,144168701.946425,156797334.260197,148635238.360944,84071649.2106519,..,102660140.122607,93525611.2625478,..,..,..,..,..,213007570.543703,250811588.441845,249872978.076395,267360247.853277,323619193.476705,368910574.915421,420059044.529063,387692139.954006,357330259.014212,407596534.123237,430003643.429682,521260479.556648,569671147.180658,602538731.235354,501578732.245649,607848217.884494
Military expenditure (current USD),MS.MIL.XPND.CD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,782003661.25075,1168936758.72763,1625222365.41786,2060388930.09811,1938698897.34568,1797184680.66318,1427264826.84272,1035949008.25958,659775033.312514,629464103.750626,733680739.054433,709399147.199764,730867004.51085,799160901.224358,849431034.689497,978853732.10005,1295957074.30943,1129098496.39001,1015876653.55283,1106464041.97707,955320163.615821,956952644.05211,906625906.416005,753544947.715049,702005705.929436,784300763.138979,889523365.341169
Military expenditure (current USD),MS.MIL.XPND.CD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,296933962.264151,62047619.047619,78557142.8571429,76587443.9461883,83365638.7665198,89057268.722467,92462555.0660793,94277533.0396476,93744493.3920705,126872246.696035,119383259.911894,125638766.519824,118370044.052863,123656387.665198,122552919.006641,..
Military expenditure (current USD),MS.MIL.XPND.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30737332.9129284,48729244.323958,199500731.141773,243815864.399297,244995663.322357,411409063.265004,418387368.734114,630127106.011074,268277271.620148,298469126.876729,298833385.510591,448075909.330522,534141188.663451,483748645.108205,289970366.968818,281160374.253609,327627160.291588,242483490.995524,288427605.802032,338474566.321656,380875028.849392,387703671.961883,405176368.466016,453803054.161936,471352781.092544,477587428.563861,479735318.444996,414496321.441512,384925361.045941,357806840.029204,327891760.008872,295355009.95355,357380920.831941,381879772.907003
Military expenditure (current USD),MS.MIL.XPND.CD,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,815585466.91913,938252776.610121,1065352458.67667,1123923830.99588,988324331.827474,1166099773.24263,1205931869.98831,1157294084.7289,1182519922.28272,1494390396.62782,1885706689.35446,2042085930.62981,2439538514.19603,2449963709.7488,2707677752.20881,2918695853.37137,2718559513.1931,2497902954.71325,2474313259.0035,2220610394.58562,2148784401.09143,2022883295.19451,1779887189.3897,1954935000.04528,2077722060.82334,2710017583.30521
Military expenditure (current USD),MS.MIL.XPND.CD,Denmark,DNK,161137605.434377,170837712.859447,224550248.004239,239028020.280463,255387902.952597,285791224.732668,301137663.345466,323292901.356134,345466666.666667,352000000,395600000,430225386.933537,487244020.612178,581866269.939664,732087482.977571,931928334.624053,945240875.960708,1063101451.06185,1322665931.65078,1529188589.15483,1617653843.01465,1446085209.66902,1400430126.10952,1374960497.49644,1259583260.91574,1259295609.82975,1647882397.58052,2141274092.44012,2320423440.13917,2183667160.04257,2649889473.4801,2671946670.50212,2837745376.59063,2682011246.24842,2718790041.74167,3117966146.47015,3086224944.68559,2804317082.69866,2846065338.17452,2784881254.0853,2392510831.18689,2525225824.9007,2694082493.21381,3199158427.7901,3578832460.36595,3468452919.92043,3896730667.68907,4175652589.23159,4788030120.84823,4337355690.401,4503492126.71228,4518590126.86474,4422458083.58423,4216647585.33628,4056861510.68455,3364047774.07406,3592727943.77381,3764033343.56355,4228194254.02249
Military expenditure (current USD),MS.MIL.XPND.CD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45014.376466484,45014.376466484,1817455.44983429,5351084.00245328,29608206.1208298,30902369.4442413,31133068.123632,31391900.7883143,30604149.2001508,30817967.4883666,31059919.761874,31088053.7471655,31116187.7324571,31774522.9882794,33625739.2204635,31065546.5589323,30711058.3442587,29608206.1208298,24527208.3771755,26552855.3181672,26704778.8387416,26779052.5599113,26025061.7540977,26048131.6220368,33250994.5363801,41763775.805898,37355742.9904176,44847260.5938522,49515814.1131324,34518711.9136174,36274835.2755161,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Dominican Republic,DOM,38300000,36300000,38000000,39000000,42500000,40200000,37200000,35800000,37300000,35600000,35900000,36600000,39500000,42000000,57600000,65900000,76200000,86500000,103000000,120000000,105000000,125000000,126000000,126000000,139000000,61042019.3985112,82290924.2407027,59327500.2861037,47296368.7644376,53517350.1577287,47798904.4373805,33894298.9505531,63127240.8448279,95993941.2108112,100956679.660489,84449968.3763072,107001292.233531,150664189.828608,159053096.301731,175000467.782275,246810843.740481,305900327.992638,271663317.176971,155802495.564486,152878466.844661,272200481.144258,259240325.136752,274775680.76273,333538881.607062,320855289.20837,354856781.373805,348559830.088199,396187178.568069,383380254.0656,437572091.101111,458007157.526361,479722172.766986,533077263.064845,602522387.042183
Military expenditure (current USD),MS.MIL.XPND.CD,Ecuador,ECU,22400000,18700000,18300000,17100000,20600000,23800000,22900000,25300000,29300000,39700000,30700000,29700000,37300000,49200000,74800000,102000000,117000000,205000000,164000000,186000000,209000000,234000000,229000000,200000000,193000000,284000000,207000000,207000000,198000000,189000000,202000000,209000000,211000000,276000000,291000000,475000000,419000000,499000000,549000000,296000000,266000000,384000000,505000000,739000000,710000000,954000000,950000000,1310000000,1646000000,1949000000,2094000000,2453700000,2589776000,2735825000,2786519000,2597510000,2513200000,2462700000,2549400000
Military expenditure (current USD),MS.MIL.XPND.CD,"Egypt, Arab Rep.",EGY,..,..,249697766.811953,335799697.780272,448499596.350363,515199536.320417,481849566.33539,508299542.530412,648599416.260525,888949199.94572,1092499016.75088,1266148860.46603,1066049040.55586,1243856104.69499,1852779424.69282,1926890601.68053,2201613068.1005,2751058000.94045,2485279986.91554,1152855495.92072,1361426626.53339,1817140261.2282,2307139561.2292,3004281422.45511,3742137511.23213,4203565423.47797,4727136104.09128,4805707420.41797,4453565066.33562,3516344801.40585,2260645161.29032,1345757343.0295,1415819974.41108,1526165392.00363,1714409786.33021,1948876985.79982,2115742979.46619,2267650313.53744,2372048406.13931,2447978793.90325,2627698333.83736,2834256229.54946,2902768425.24007,2383914898.27171,2369743586.43306,2659439713.57524,2952520159.00453,3306908257.22261,3779880349.74689,4017404478.27146,4407286452.71917,4463974191.06902,4557748767.35039,4359834243.76995,5085120542.1039,5475490833.44169,4513022526.81632,2765588434.01207,3109997891.99423
Military expenditure (current USD),MS.MIL.XPND.CD,El Salvador,SLV,4384473.69549372,4441787.07713416,6218501.90798782,6103875.14470694,5724173.99133902,6483576.29807486,6591038.88865068,6777307.37898212,6619695.5794709,7508052.99489773,7135516.01423487,8516583.62989323,11140612.0996441,12475644.1281139,13350320.2846975,15652099.6441281,20531871.886121,28588099.6441281,34987046.2633452,54644241.9928825,62055971.5302491,78352569.3950178,94372953.7366548,124526263.345196,235932384.341637,250433594.30605,163311245.551601,176891743.772242,178963345.195729,213029679.715302,163886690.391459,145127188.6121,134193736.654804,116470035.587189,109334519.572954,111636298.932384,110830676.156584,112211743.772242,110830676.156584,114743701.067616,110370320.284698,150651459.074733,161700000,126600000,128000000,132900000,142100000,165600000,173000000,189900000,201000000,220700000,224300000,237500000,233900000,247700000,247600000,260900000,266460000
Military expenditure (current USD),MS.MIL.XPND.CD,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2379301.339145,3447875.17930554,..,..,..,..,..,..,..,..,..,..,..,196314371.738509,292754658.835877,371927587.857327,..,..,..,..,166540254.644378,..,18233154.1995723,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107737649.233228,80198311.2103967,124996349.879465,152271808.56,92756319.4081848,263001685.699266,272856734.575223,230670129.87013,166550245.368938,150764425.21242,181583668.998912,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13146559.8848877,25135735.3798423,36343487.5827555,41436607.7091847,53031652.1754812,59919847.4767519,73800541.3247853,78313308.5597839,93818539.904212,122069530.653957,171411923.856068,204968180.242807,265961745.773397,315179053.333166,444197515.997132,505779818.258695,434340865.151408,332231196.867194,389237580.888435,436852911.624656,479314460.824341,512119045.123526,463568814.461573,497653404.256057,537440226.919815,618486125.373275
Military expenditure (current USD),MS.MIL.XPND.CD,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5390626.34765659,8259877.06496927,10183559.4762639,13135761.8870299,12379584.2969822,11074579.5804093,11735930.3473656,9116913.39949027,6646662.94783438,7341260.28979926,8349582.27531029,8720150.2548967,8731526.53011424,14223211.6630336,16006837.3096925,20976434.1639756,23724347.7143224,25804044.1590627,28769619.7226978,26486561.922151,25662115.1225271,25731330.5404213,25853264.1075836,24471060.5303012,19665055.20851,18338440.521028,31927690.9349284,42695547.3095458,59471673.9027539,58520575.052979,61877516.7237491,66657830.1994137,75911617.9884277,102032174.965375,106629408.921201,90639795.2733079,86040376.7558151,81355330.9314733,73527854.0620148,72447621.0092064,88678493.7408621,87787078.5658275
Military expenditure (current USD),MS.MIL.XPND.CD,Ethiopia,ETH,15335262.6515917,18555265.3080939,20185391.6529481,27289522.5138561,36140000,42900000,43420000,37000000,34660000,34420000,34540000,36134238.0929464,41043478.2608696,48433591.4234664,74758454.1062802,125072463.768116,128043478.26087,135048309.178744,178212560.386473,276328502.415459,359323671.497585,366980676.328502,387367149.758454,408405797.101449,423019323.671498,429444444.444444,439202898.550725,476618357.487923,614855072.463768,781521739.130435,785048309.178744,529033816.425121,255343443.354148,163850000,148691674.290942,122460147.475046,126454733.235931,225417105.11019,458549925.448748,703704869.526897,617541613.6279,349808276.450815,288932333.459776,278673159.931532,311038748.989645,342066638.665934,345687017.021091,360140308.612027,388187596.747412,339627767.966309,303617033.089052,332441772.391593,366539017.667525,345064165.844028,414476025.830071,442551536.458039,490177248.532075,503158174.255919,496621069.677034
Military expenditure (current USD),MS.MIL.XPND.CD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,413396.812710574,535616.768530885,787703.106216311,931727.069441367,1353022.08032731,2056253.74901294,2751430.01954963,3651464.94593652,7239265.39761045,9572320.67752886,10367191.7502583,11361681.7629211,14939154.8492196,15102947.827968,15601330.1311657,14008928.9584327,14591259.3678004,25131445.6610873,24673835.5264078,29083211.422947,30542031.5886853,32482582.8837865,30539125.343482,32041095.6238609,33665273.338251,34700248.16366,32851136.6065702,30962540.1751081,22598926.9284585,23811699.7187275,32039537.3528389,32811655.824618,30914304.2680947,37296898.0797637,46798811.2755706,43111350.2900702,54067168.0587807,75576918.299923,53585658.6204517,51285722.320794,50408953.7144674,60785527.4678088,59221516.4060361,58108276.8995161,46079423.5303468,42418008.446706,42649282.3011316,45705790.3428104,48412174.6900704
Military expenditure (current USD),MS.MIL.XPND.CD,Finland,FIN,89557618.8078432,105350974.821674,154403280.55875,128576498.371426,139910553.863705,149572371.660402,152916847.051566,146661680.284431,150060024.009604,140291965.842941,152891345.217332,177615098.135894,220831905.334811,276967793.935961,308807797.081766,433161415.662018,416956433.437752,461856960.095854,506869452.95645,642602892.781478,873508619.521642,790880895.266151,844911290.481735,905188931.503457,826070181.339718,911349660.881995,1223271000.85383,1462231546.5973,1704330620.23989,1766586165.75982,2141300984.18983,2200991548.89818,2075955550.12822,1615424808.84487,1756338983.66821,1908986807.29445,2021797095.44643,1947002589.51344,1959708814.0168,1653905118.85978,1558135249.67754,1479270879.00779,1611406522.04602,2475059743.10789,2892938123.9925,2999391048.80259,3128517474.44563,3296557750.13862,3958118334.10472,3940584835.35792,3717180504.76047,4099505807.28569,3943239958.16491,4161139945.21741,3985508351.98832,3399134967.28402,3415008249.65045,3429968212.30454,3849013845.1188
Military expenditure (current USD),MS.MIL.XPND.CD,France,FRA,3881219690.42716,4131003786.62061,4493323589.98206,4628060851.65748,4917956553.51093,5124506742.84196,5414601740.51684,5856108416.92686,6129940875.57298,5909705120.91937,5882387676.84188,6300175573.81144,7531246911.71805,9496156577.1292,9954624929.4211,13030408263.4842,13304260892.605,15041676194.7555,18873052739.8992,22667912461.3387,26427190946.7001,23867080425.9741,22522681677.995,21653641574.7164,20212344344.6148,20780557603.7203,28454938061.1433,34858734927.5968,36104962945.8338,35317062939.6512,42589868779.1145,42702599010.6204,45123086054.2949,42590872342.052,44392512322.7206,47768109999.7766,46403438583.5334,41308251985.282,40041139680.3336,38897240330.8236,33814262023.2172,33276659716.6916,36403933932.5208,45916973840.733,53007021660.986,52908769835.348,54516076829.5697,60594986847.1117,66009448126.8539,66884028878.5193,61781748107.7287,64600927219.5231,60035153810.7707,62417099178.2612,63613569143.462,55342131529.3335,57358414419.1346,60417498821.8926,63799676593.1329
Military expenditure (current USD),MS.MIL.XPND.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
