Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Military expenditure (current USD),MS.MIL.XPND.CD,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17691507.9721057,33900348.0435732,43560331.058516,38154934.5559927,37988313.1495215,42180166.50442,56568626.3912459,69990683.3593674,86966741.0976613,147224840.18431,189144251.392141,229353322.500953,272551115.779465,367825490.444438,481492627.144147,581752272.926594,363809251.070089,259672124.197467,296834929.212511,255740342.589249,283568932.739998,295728965.265711,282688255.517356,406859305.390674,509390110.692267,679862611.097341
Military expenditure (current USD),MS.MIL.XPND.CD,Lebanon,LBN,22906905.201382,27837147.8129811,40876824.5021668,33900603.4307411,38065368.3231067,44598531.8293536,51425377.3057574,57730955.0260257,65572316.4450301,65138973.3851987,64546127.5382535,66920095.5470253,106204436.985367,103815507.201961,179142179.606145,165944100.296267,173074847.035963,126427193.576977,252760229.683593,346311001.464806,503476314.786197,373214770.032477,246651755.127511,492472676.600039,474574917.563726,227203508.558202,148293323.672983,36999768.4731696,39317743.0784644,..,214361038.658359,229469731.0033,442786331.073862,452979280.562319,637473438.606725,746264054.12573,735631013.592628,678164279.450453,693871897.528576,829663624.787776,930016583.747927,958540630.182421,907462686.567164,923383084.577114,954560530.679934,962520729.684909,1008955223.8806,1152238805.97015,1169485903.81426,1426202321.72471,1585406301.82421,1626533996.68325,1757213930.34826,1935718241.37232,2270065959.79379,2239416093.73945,2606456908.32225,2441074857.01822,2775557816.20658
Military expenditure (current USD),MS.MIL.XPND.CD,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2291375.57284389,2780125.69503142,4013501.00337525,5370993.42892059,11639193.9745825,12392766.9544448,14965648.0816342,14069652.6344134,12285803.372919,10667797.3858849,13369627.5322425,18111226.2589451,16956458.6293199,22610459.5299465,24165932.3160645,22308171.454232,24237292.2956091,22140684.3873748,25853328.8273065,34373285.4712731,28347308.3140475,28700335.9404161,27807021.3520299,34078186.6869193,30555503.5209796,23390729.4306775,19559896.4015673,27363759.5426154,31386955.1015606,33619893.9196425,35224579.3060673,39834671.5644459,27350681.8605484,47399768.9312895,70661037.3680889,58169320.7531059,53240145.8227009,47941183.1723469,47693200.7703152,44025926.2497655,41489543.3648543,52594810.3725972,51064347.7548233
Military expenditure (current USD),MS.MIL.XPND.CD,Liberia,LBR,..,..,..,..,..,2700000,2800000,3050000,3050000,3050000,3550000,4050000,4050000,3750000,4550000,5500000,6400000,7750000,8900000,9400000,12750000,26350000,43350000,38750000,24950000,25150000,24350000,22250000,25000000,..,..,25000000,22650000,30450000,39300000,..,..,..,..,..,..,..,..,..,3182000,8025000,3925000,3486000,3907000,7193000,8458000,13271000,15179000,15111500,14531000,14799000,14712000,15334000,15786500
Military expenditure (current USD),MS.MIL.XPND.CD,Libya,LBY,5571997.77120089,7167997.13280115,16687993.3248027,18675992.529603,21475991.4096034,29119988.3520047,58519976.5920094,79519968.1920127,95479961.8080153,143079942.768023,242479903.008039,243035871.645628,202768227.100414,298307480.018398,431682379.049556,287788252.699704,326295131.582059,479647087.83284,729941800.568145,853569148.558863,1074139253.03411,557334522.313648,709332450.608506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1251990817.28745,1443621758.26714,1153487088.49079,1085534664.87046,819747993.600677,452513614.757453,541401766.516621,685073220.074025,690930769.348354,614356296.200431,639137046.188937,1100068652.12985,..,..,..,2987413407.73267,3964690154.13652,3755658597.92518,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20769763.769377,21062271.3845767,30453612.5,42260000,75611000,138175000,106450000,140400000,166875000,181481441.190549,210822413.235453,270841799.761921,303819006.351793,351605788.760387,442004493.34913,541390194.647615,404826028.671151,326320918.686429,344605215.42864,328631681.612931,354862149.703384,426900271.666182,471221026.949096,635448102.412289,812108700.042636,1030416769.94441
Military expenditure (current USD),MS.MIL.XPND.CD,Luxembourg,LUX,5260312.8756646,5800866.49939087,7099970.14853123,6962653.39217569,9278159.2132121,9520198.14920894,9923596.37587033,8229323.82389247,7479003.12230227,7817857.63269785,8310003.46922475,9047009.7816666,11731387.8781769,15421205.9176032,18227348.894242,22704189.6359213,25496422.6638119,28710697.2388885,36648101.3695963,42364311.0605387,52422325.2888056,46185938.8750665,41434171.4931487,41151224.4382732,38661575.0856935,38112966.561137,53459034.3058904,73150597.3065021,86015559.6003348,75962325.962326,96691368.6355411,107736089.109086,123217456.224552,108089199.825098,126000012.057417,142256814.875936,141495421.593817,134075768.032007,143139739.058923,140758789.167582,128192371.475954,160284919.150612,153404545.668439,198637975.51787,234676202.715539,243744714.719196,247133192.245788,286051368.803703,236720167.13728,222959826.861829,274135432.540968,256962415.78642,237503049.757598,258655906.233246,279019013.052173,276145059.332372,260729679.579583,357671613.659217,419372654.804982
Military expenditure (current USD),MS.MIL.XPND.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Madagascar,MDG,1604193.58889704,8482781.25037978,9179552.20313304,8956747.53800845,9455019.78910526,10710827.9016257,11342782.9517972,12112471.7949549,13044200.3945668,13014516.1911363,12134982.778767,12755677.3589433,16129256.2488468,20346496.1180142,25882465.3567563,30189630.0720445,33040454.1545389,43959890.6701238,52181427.4002349,81891303.6324575,90402004.9366121,86482746.692035,..,..,55059872.1917297,50869844.1450621,50566283.2303279,36662411.2082229,32904438.5458086,30247467.9439206,37948124.1780416,34707087.4378868,23102633.3648969,37830790.8150602,27580945.6743395,27170664.1222985,49442905.5093875,52544736.6870298,50446576.2487595,45036442.9167064,47210934.6139638,65037565.4549594,57743396.8339932,72517018.8883416,54471710.0264332,54018162.483837,53914017.6445876,81936943.6676841,103271539.537688,70985221.4230579,56922892.8921745,71989808.0113771,68636017.8043436,71877874.4942023,69676703.3431202,58932847.7562419,59394995.9205237,66906090.1851672,73258425.2386784
Military expenditure (current USD),MS.MIL.XPND.CD,Malawi,MWI,..,..,..,..,..,1771001.77100177,1848001.84800185,2133370.89170761,1881000.7524003,1959000.78360031,2055000.82200033,2343860.94977217,2697870.8964292,4711557.47489814,5304902.62160263,9362342.02675749,9205803.65406332,13625117.3958499,25570521.899389,43029681.2987986,53134112.2231854,38506688.8268612,26977480.0807193,22217303.9599578,18839590.2022103,19811238.4387179,24743830.1622185,21643561.4875449,20167493.0699254,22781135.849713,24312172.026619,23704121.1995819,25238116.3828512,25728062.7240062,17060803.0767822,11047717.5029607,20152203.0244635,26407487.1383223,14474120.3693274,14402979.4887963,11727501.4359178,12681914.697641,14815169.7949837,13118825.8537962,21965738.5810575,38213561.898328,31090549.5022571,33599605.5931465,44464251.4036848,58797381.8243641,49984217.9058656,52804842.9862952,46155953.6903969,62925520.091546,49454513.5750866,40793415.429498,35748121.98667,47416537.0668233,58369173.4379987
Military expenditure (current USD),MS.MIL.XPND.CD,Malaysia,MYS,51286741.8872214,42466728.9512025,43773397.5343164,60760089.1147974,84606790.7566264,118580173.917588,148633551.329209,143406876.996753,148306884.18343,143733544.142531,199593626.070652,228027756.482082,251103008.980125,296726189.258103,397163356.279626,440725547.042752,439885582.533631,637879477.345121,607070689.625395,778636837.199101,1035886222.48355,1446539242.74777,1438303666.62527,1342380183.09101,1273659777.09887,1076905728.46189,894074625.015495,1334714483.02138,855741986.726644,1019255474.66812,1125007856.20011,1571959986.47307,1766520895.9794,1923398171.7811,2120597806.61977,2444098386.83916,2420963933.95709,2089087477.20559,1158657313.14835,1663289473.68421,1533157894.73684,1934473684.21053,2237894736.84211,2881578947.36842,2823157894.73684,3120337779.13913,3266197405.79797,3970537327.23988,4411795565.12172,3964817704.63896,3854285350.61113,4692483660.13072,4507252007.25201,4915722759.45679,4919244941.73292,4532069852.24432,4169374000.50693,3494832256.87397,3469828206.79145
Military expenditure (current USD),MS.MIL.XPND.CD,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Mali,MLI,..,3922368.09916008,4342608.99377178,4375224.47513632,5174939.90458194,4647822.3789179,4636149.756999,5081280.15739773,5251146.16363379,5673928.01227876,6150439.75644259,6323435.83886305,8332407.51027664,10974072.2960756,11632496.2090526,19130897.3324063,21761874.8692195,26050146.5320742,31020668.6283547,36197478.3990372,38337750.85195,31648946.9364923,29518633.2568486,26767016.7372581,25402957.270395,29826627.1649346,37539055.0553557,44254118.4612876,48011066.0471113,46080349.0821547,52155069.5094852,..,..,44497338.9884978,29898866.1845625,40468959.1063172,39683160.2652321,40262546.0663493,41020286.3961814,43852596.8046075,43681247.6825062,44881650.2259771,49355225.6279879,66758430.8327598,77420331.8284638,86450742.0355358,96004895.8671996,110376888.039444,142919351.056822,144434608.395844,146786545.710784,161062674.572866,148865779.870604,153833697.676302,218118382.330633,309170682.221659,362398902.198564,458709424.707926,495165301.003645
Military expenditure (current USD),MS.MIL.XPND.CD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12948712.0830855,16531995.1017929,23148953.5132234,22383605.5108486,21308781.4648833,21152027.6659552,21744818.1247103,26692690.8062996,24637705.5715577,27870262.1406315,31144859.9551321,33296174.8165298,31142214.8911819,29081268.4140846,27986620.6626388,25353948.0516936,27119323.113905,28403690.7967686,34125502.0046044,40526469.1888229,52498963.3175824,44434425.8372603,49263377.1156559,56032519.1342879,59110111.5104266,58728949.9301366,55893126.4813618,49922008.9066599,53789438.883423,56514879.9166599,51796606.4101142,59672922.9895778,64235888.1657335,69284609.8462047
Military expenditure (current USD),MS.MIL.XPND.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41058571.7065577,42460504.2016807,43720551.2308757,42983864.1098686,38879724.5066285,40181617.4372589,39440703.4893796,39378674.1555475,30155786.9642236,29488165.081934,31987855.2493681,37887510.7490053,41599441.5651979,25610687.8329336,31959678.1122025,37878312.2595983,51852489.3497999,36281137.414946,62449150.2870395,..,66659636.648489,81906180.1935964,..,123323383.836476,114824329.371946,..,..,142299912.345762,144215483.467584,144844330.663143,132931217.691719,136064875.96938,143769318.593189,159013352.980386
Military expenditure (current USD),MS.MIL.XPND.CD,Mauritius,MUS,..,..,..,..,..,..,..,..,270900.270900271,336600.336600337,414000.414000414,473954.383713469,543220.699331089,643113.994711766,789047.321798046,1086812.23866729,1317065.57789246,1422666.71307991,1752316.54624899,2480933.27478436,5537271.49808245,5332041.25981644,2828236.37617843,2934342.48517879,2623131.38120186,2363606.9289299,2896096.9524149,3649578.35722384,4688302.31363998,6327951.84199137,9183570.4914724,10496859.8864065,11427598.4373394,10777425.2039891,11853856.2615532,13447369.480568,12973518.0882656,9801826.44498582,8456738.92475628,9040808.70966973,9360142.63074485,8977215.38107679,9502035.9121554,10882927.441177,10935141.9168318,10886148.046189,10814271.4322208,11632288.742627,15580188.9444976,15316115.8705624,14874416.9124622,17512018.3933672,16662229.6173045,23200896.376061,19743974.9199922,21065693.014234,22958748.5611101,23823068.1794262,23202895.5612446
Military expenditure (current USD),MS.MIL.XPND.CD,Mexico,MEX,84000000,86400000,99200000,112000000,120000000,119200000,130400000,133600000,148800000,180000000,176800000,191200000,242400000,300800000,407200000,504800000,531576968.455445,437692985.836999,518287192.596399,679663588.44835,810422203.825541,1284948561.26553,858130162.743322,778556797.175546,1155945372.64342,1241863651.93559,817296611.651707,813391574.395217,981914645.573685,1153375828.26522,1327241698.07296,1599507028.48832,2000064622.44337,2327305640.61086,2888815805.06767,1712924667.76645,2063965155.37309,2394152398.31988,2480943603.57442,2908141918.74817,3323124172.44457,3540226538.53317,3479509028.62067,3245342478.45027,3129009392.16729,3621523412.7676,4082501467.99765,4779835654.54512,4939665938.88425,4855514855.51486,5897198480.53181,6471388439.46455,6978776718.9339,7837613529.59599,8663381606.16889,7739521461.86332,6019769275.17073,5781437374.70302,6567509335.98876
Military expenditure (current USD),MS.MIL.XPND.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13345789.4034432,15354611.1613038,17410750.976516,10613141.6761316,5990984.99400901,5090797.96046388,5961865.82304063,6978372.20441399,8246742.536698,9378005.9531051,11960379.6945935,16449497.7572328,22718473.7930296,36845650.5003849,24906387.2686685,18335718.2702336,22966963.6924335,23870072.823951,26710522.1342994,27565618.8549118,23051814.5944779,29656360.8576134,30629080.9862587,33957719.0958561
Military expenditure (current USD),MS.MIL.XPND.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110838314.608565,33041891.2017593,14057102.955483,16393641.2249437,21281148.7852559,21608196.8917019,18692594.3553859,19920839.9339698,18021861.8806698,24265559.5493512,23124715.313838,25282128.4145869,24333211.2268216,27749093.0566101,29797967.2267164,39189624.4808002,56561859.1934381,66749871.3329902,37633746.0008346,54855717.5069636,87157848.1572792,113622769.928844,103464069.871976,105102478.629658,101705865.957584,96365298.2751487,82755201.7854905,96067489.8598111
Military expenditure (current USD),MS.MIL.XPND.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60811819.1314729,62347815.5056634,64190474.6262855,85106382.9787234,76683387.9054183,75094861.8956486,79376663.8168915,67712201.3018217,64836243.0774909,67544018.0425184,56891427.3039814,61714551.6100205,65734886.3769336,83806050.3051119
Military expenditure (current USD),MS.MIL.XPND.CD,Morocco,MAR,41596762.3688615,48275957.4665694,53848540.35874,74893933.1961925,69993222.0002411,63175700.376841,67938085.0471002,70348918.7805924,90900288.3120014,84972008.6394796,88924195.0878275,111288010.202061,140446991.603665,185783993.844536,241889161.214435,413326127.886805,577239433.305199,731455472.037483,772559381.952495,896353802.001985,1117955622.16605,975581462.792181,959485440.858573,628153422.9932,512454401.205829,692472049.689441,728545632.680319,815386106.13657,917269144.795746,990555090.202011,1069720491.9962,1148445710.41342,1228526552.8756,1251786538.13271,1365250018.74448,1437898700.73909,1447128689.24308,1400949500.95045,1444959716.46388,1207516609.85555,859151483.21036,1470317614.79253,1474874326.26173,1819230070.24998,1937523821.55205,2031131380.56246,2134594876.06275,2408350249.5627,2944958472.736,3055069441.85873,3160804832.03361,3342698955.60745,3402700835.84055,4065552316.93534,4048610929.36998,3268363375.66571,3327031889.64856,3461461531.38359,3696856944.7441
Military expenditure (current USD),MS.MIL.XPND.CD,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39135467.9154937,76333333.3333333,78000000,92283380.9667842,99294190.8655002,102992610.47877,116316977.450832,136654509.127579,148214364.287749,170669991.021274,83582418.1115877,63852700.3974116,79069105.5928304,84598999.6652635,71803523.2524905,59605412.1714252,59366482.2003799,72864691.9231145,33465088.2669406,36037790.9808123,42014622.8213036,49264817.3412157,56516191.6540771,55361458.4427866,50619215.9817616,53509586.958358,59771342.5530752,77630605.8552873,62247951.0862495,57439135.7752512,68625364.2566069,83709455.7336033,84302809.4031971,99189931.713982,118871183.035407,139100553.342967,157892114.36316,173752180.832911,119657390.697367,112203469.315619,128320232.402397,145206801.949917
Military expenditure (current USD),MS.MIL.XPND.CD,Myanmar,MMR,89512589.5125895,85617085.6170856,90704340.7043407,100322350.32235,97912597.9125979,107241857.241857,105456855.456855,102039102.039102,104590604.590605,114418614.418614,122781872.781873,127758749.506804,117181275.174055,152452317.457742,159999341.90502,138923723.23416,155142207.477541,169293678.193446,183429289.25931,190866354.07303,202083467.163444,205288116.626087,195419415.596713,192169991.457716,188720829.263652,196758644.695776,231843369.647958,203653743.546581,255256828.481799,550194633.775299,814025583.097738,942677085.156834,1370457676.51236,2061809623.88967,2801966891.5515,3932079180.66574,4675441101.66842,4780529107.64952,5873097951.17891,6950081055.84183,9030564408.83695,9464417217.00245,11000356815.9372,24189109502.7961,29853914082.9132,32954262250.8452,..,..,..,..,..,..,2969236076.31588,2366989084.91061,2372895303.07433,2552370441.82802,2455784120.1322,2221961060.22858,2030465546.68451
Military expenditure (current USD),MS.MIL.XPND.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,144767719.786189,124561274.329333,70155520.3290347,56958995.1560212,68236520.1856033,66463535.1855513,83659580.3783019,78912428.4587611,105765957.168204,92397796.4878102,96757182.4494319,87992258.5786523,129449089.527083,166997177.883149,192072120.805179,199559185.120098,228174673.579954,266250021.183312,299516030.244274,396539101.406596,443591424.475254,412163503.642522,389958736.662434,537453813.336773,518231065.360875,425388449.607111,457882191.261849,451546508.809125
Military expenditure (current USD),MS.MIL.XPND.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,5185185.18518519,5891358.02469136,6503703.7037037,7152747.93487084,8446969.6969697,10529138.0375904,11876000,13208000,14867263.944511,17300000,20083333.3333333,21959582.6949734,25491173.2282275,29081758.9307813,29211271.3707669,30532050.1578394,31053048.0739338,33928833.3211117,35789121.1376947,36331136.3502619,37929191.1253967,35431485.7066166,37607537.8943056,37041837.4232624,39252998.6335341,39766584.5061601,39547026.0354195,42587851.9897603,42273075.8854004,47484957.3706686,51358135.3085642,64701738.3751416,85405885.7217701,102934146.206926,130650327.932937,159326023.750306,157247689.52493,169575397.124144,187069695.835967,209703501.957568,254950072.106677,284518851.062623,256686839.473598,281038425.693598,328115662.238927,323797729.640271,356495278.640587,404705219.538885,398521544.897916
Military expenditure (current USD),MS.MIL.XPND.CD,Netherlands,NLD,454719432.137141,551530519.833364,603866851.7301,637373073.270509,735383641.366547,749993912.387075,770691796.332822,883921396.74191,905836803.272701,1017240119.80422,1079942532.93399,1249389090.08885,1522236183.49229,1917119276.03522,2285358296.30965,2814545010.93577,2898055460.62995,3704801156.51573,4226968876.26796,5038015817.1286,5269306825.3363,4527100426.5767,4829535607.29229,4256634366.67567,3977294579.81924,3884181821.80083,5351016847.00972,6542917224.65604,6728811707.4389,6399237698.5896,7420849635.78912,7246192325.00961,7904561273.35182,7054868961.85133,7137373800.97303,8011539559.49845,7829004727.93771,6839136798.54718,6836084823.12962,7026433290.32725,5971807628.52405,6200391942.80141,6728153969.22498,8356338470.08128,9377114724.37963,9566980052.72845,10217765740.3144,11480377423.5668,12374848939.8323,12131812075.6887,11220523280.0694,11647934608.0864,10364720786.7464,10226260324.8451,10332602877.9244,8667849617.38938,9115240931.64471,9580685498.2163,11242755804.209
Military expenditure (current USD),MS.MIL.XPND.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,New Zealand,NZL,101219676.097036,96678751.2194031,96323106.1438221,100042547.629708,123402030.606484,126982427.550842,148221481.26931,149591230.887079,135520021.683203,147560023.609604,171920027.507204,180841169.784024,206172013.195009,246331492.972427,291444123.102643,292259947.351158,271671526.236703,307431743.844086,388573502.345957,436892310.899722,676939260.529084,660354444.434806,608767756.507905,567555469.444203,530331804.602067,529191398.508429,691134040.017563,925756538.570484,961838312.368973,959602906.43782,1057749671.87686,989033810.015518,870398917.171109,866788074.638883,979531816.995944,1146415728.27257,1238271986.80276,1180888906.52068,969356349.524957,970306041.9875,858414919.473911,796636889.122438,865788852.968518,1132832007.43279,1285163189.01291,1389770959.043,1463950819.03428,1713995943.20487,1661242821.89874,1623013592.52411,1930748002.27694,2080091008.91919,2094946041.41686,2134105838.06923,2274148858.5081,1943757736.36221,2093352062.45253,2328156653.09662,2262928311.88156
Military expenditure (current USD),MS.MIL.XPND.CD,Nicaragua,NIC,..,..,..,..,..,..,..,..,6891062.97072754,6988120.19566737,8346921.34482491,8443978.56976473,10967466.4182002,10433752.9481418,14995341.2532029,18537929.9635065,25234878.4843544,35231772.6531563,44549266.2473795,32278195.0033354,47159888.987657,71927312.7005992,..,..,..,..,..,..,..,..,1142475979.61993,67668345.4972453,47200000,40210589.6189068,35401494.5975534,35119851.4629075,31533400.5097505,30270700.5021126,26271274.5348189,26927929.6825383,30825265.6806786,28193450.444589,34831910.0713619,35307124.9817936,32628065.1557363,34123573.9513425,37285145.1337507,39472043.7975987,42659728.7824116,41721772.9049387,44272442.9210916,51453111.1339038,70132969.8004391,74532010.9372725,81391931.0910709,98932947.1510318,85073598.4439089,86725444.8392143,81593932.6938754
Military expenditure (current USD),MS.MIL.XPND.CD,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7330399.9290757,8181627.95563926,11010257.245197,14774701.3152763,17482911.9696129,17039000.3786445,13984418.4137989,12781263.8844087,12354815.1763736,10632625.1782212,10877815.4444056,14412109.5216369,13662211.3084246,..,..,..,..,..,..,17471024.2162805,18431407.1177286,17398035.7813086,17304328.3093671,22035691.039271,23550468.6543262,20084946.6835961,24828146.9335192,20660327.0070647,24604267.0337233,31611724.7319155,32798198.1845344,..,..,53630486.4840723,53000300.72895,66889841.4422636,83947561.3839522,148865779.870604,106064286.292608,145600355.976255,..,166192292.328363,200183929.970367,229639906.143836
Military expenditure (current USD),MS.MIL.XPND.CD,Nigeria,NGA,23379990.6480037,28279988.6880045,38639984.5440062,45499981.8000073,54319978.2720087,65939973.6240106,55719977.7120089,239959904.016038,369039852.384059,684459726.21611,662339735.064106,639259541.899065,904095638.361745,1020223591.91056,1351141235.19314,3028584797.44989,2644426038.26039,3138198948.03948,3022642269.76791,3070825338.11694,3029915084.83287,2135475014.08432,1651914513.23833,1627393326.98334,1210916249.52546,1091662993.10564,516893509.335887,201691218.214958,271106046.546484,170705511.267894,277297783.483801,243705781.024049,173657679.322943,289231103.900224,319694489.907256,639406630.64676,701412878.580176,818784525.338,1149684729.96436,491671368.589997,368644109.462423,570632287.761505,896913201.413193,587461887.294733,639990066.823189,674208144.79638,776148058.327892,971321378.608673,1615533210.73676,1504486172.1132,1990099668.65827,2384936021.71384,2316478199.86159,2418760170.87063,2357665890.90083,2065557663.35091,1723204266.39515,1621218176.40317,2043051719.21673
Military expenditure (current USD),MS.MIL.XPND.CD,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130636725.852966,83254172.2079454,78991291.1275263,66236920.4489137,69828947.9074835,226303002.332551,106309576.719741,115827201.720104,135256294.791125,127003654.35225,126008876.72176,162567237.054492,172658158.914868,158716661.451318,130021469.106429,132461994.809047,119410402.524102,126506348.703425,124185105.67971,99983659.5643541,101492863.428436,111826544.173318,117383985.526288
Military expenditure (current USD),MS.MIL.XPND.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Norway,NOR,148119940.752024,165059933.976026,191939923.224031,205099917.960033,219799912.080035,265579893.768043,272579890.968044,293579882.568047,321999871.200052,350279859.888056,388359844.656062,428293444.786002,491632831.176716,607891665.206917,710867536.387284,912771143.34582,977362861.310872,1114680191.60327,1307453860.46068,1453771373.61845,1668684529.13618,1649618172.97992,1697544015.13473,1698789946.23354,1554623805.05449,1796625192.06768,2168162775.1618,2753415609.76334,2894745725.78096,2932580201.31798,3394869435.47176,3287551635.52339,3803684930.4047,3175583193.42893,3403291213.13538,3508040838.74756,3537003415.60449,3253032487.91246,3324939364.62075,3309198286.48433,2922343509.99336,2965973986.97681,4065868548.48205,4517514992.47199,4887380337.43619,4884904928.2111,5011748966.60549,5875288100.49013,6370921985.8156,6195603602.22825,6498659038.37913,7232260585.48231,7143962183.06833,7391829787.23404,7334073604.06091,5815228174.60317,5997385047.52171,6465750412.31446,7067073380.84597
